City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
158,mosfellsbaer,64.1667,-21.7,-3.99,59,20,9.77,IS,1732088715
159,kinkala,-4.3614,14.7644,25.95,82,100,0.87,CG,1732088715
160,qaqortoq,60.7167,-46.0333,-12.38,67,0,2.86,GL,1732088716
161,saipan,15.1355,145.701,30.39,85,40,8.23,MP,1732088716
162,weno,7.4515,151.8468,28.97,84,75,2.06,FM,1732088716
163,south hedland,-20.4089,118.5983,34.96,43,4,9.77,AU,1732088716
164,tomah,43.9786,-90.504,5.88,56,75,4.63,US,1732088716
165,tank,32.2217,70.3793,26.92,14,3,2.33,PK,1732088716
166,chifeng,42.2683,118.9636,5.59,30,0,2.91,CN,1732088716
167,richards bay,-28.783,32.0377,26.62,69,100,3.56,ZA,1732088716
168,jamalpur,24.9167,89.9333,27.3,40,0,1.27,BD,1732088716
169,san antonio de pale,-1.4014,5.6325,25.95,81,100,4.5,GQ,1732088717
170,manismata,-2.4667,111.0333,27.25,89,100,0.84,ID,1732088717
171,kavieng,-2.5744,150.7967,28.42,75,23,1.76,PG,1732088717
172,afaahiti,-17.75,-149.2833,23.93,75,94,8.83,PF,1732088717
173,howard springs,-12.497,131.047,31.04,72,100,0.63,AU,1732088717
174,udachny,66.4167,112.4,-22.73,99,94,2.44,RU,1732088717
175,port mathurin,-19.6833,63.4167,25.5,88,100,17.44,MU,1732088717
176,mandalgovi,45.7625,106.2708,0.52,29,2,5.15,MN,1732088717
177,umm kaddadah,13.6017,26.6876,23.21,18,2,9.35,SD,1732088717
178,shendi,16.6915,33.4341,27.7,36,0,5.61,SD,1732088718
179,nikolayevsk-on-amure,53.1406,140.73,-9.37,88,98,1.46,RU,1732088718
180,kapuskasing,49.4169,-82.4331,4.05,100,100,5.66,CA,1732088718
181,kongolo,-5.3833,27.0,27.49,69,60,1.87,CD,1732088718
182,lamba,6.3597,124.8122,34.61,63,88,1.33,PH,1732088718
183,kone,-21.0595,164.8658,24.09,63,50,2.16,NC,1732088718
184,aginskoye,51.1,114.53,-2.55,81,92,5.68,RU,1732088718
185,port macquarie,-31.4333,152.9167,21.15,64,100,0.45,AU,1732088718
186,isafjordur,66.0755,-23.124,-4.98,58,40,2.57,IS,1732088719
187,nantucket,41.2835,-70.0995,7.06,81,0,5.32,US,1732088719
188,atafu village,-8.5421,-172.5159,28.62,69,85,5.03,TK,1732088719
189,chuhar jamali,24.3895,67.9923,32.19,23,0,1.83,PK,1732088719
190,kangding,30.0513,101.9603,8.64,61,74,2.81,CN,1732088719
191,lata,40.1629,-8.3327,12.82,82,93,0.54,PT,1732088719
192,vorgashor,67.5833,63.95,-18.18,96,100,3.43,RU,1732088719
193,jalai nur,49.45,117.7,-1.78,74,100,5.4,CN,1732088719
194,pingliang,35.5392,106.6861,9.22,44,55,1.91,CN,1732088719
195,champerico,14.3,-91.9167,25.26,88,100,3.18,GT,1732088720
196,itaituba,-4.2761,-55.9836,23.46,94,57,0.8,BR,1732088720
197,paita,-5.0892,-81.1144,17.31,86,99,3.92,PE,1732088720
198,aral,40.5156,81.2636,10.35,22,6,1.29,CN,1732088720
199,turkmenbasy,40.0222,52.9552,16.43,41,0,3.09,TM,1732088720
200,san rafael,-34.6177,-68.3301,15.01,84,100,1.79,AR,1732088720
201,boa vista,2.8197,-60.6733,26.99,78,20,2.57,BR,1732088594
202,gadzhiyevo,69.2551,33.3362,-2.75,89,100,4.25,RU,1732088721
203,nuuk,64.1835,-51.7216,-6.66,86,19,6.71,GL,1732088501
204,ujhani,28.0167,79.0167,25.5,28,0,2.29,IN,1732088721
205,sorong,-0.8833,131.25,28.51,77,61,0.61,ID,1732088721
206,ellsworth,44.5434,-68.4195,7.0,80,75,3.6,US,1732088721
207,jaguaruna,-28.615,-49.0256,19.77,96,100,6.47,BR,1732088721
208,vuktyl,63.8567,57.3094,-1.32,95,100,3.99,RU,1732088721
209,puerto gaitan,4.3133,-72.0816,23.45,91,23,1.87,CO,1732088721
210,lae,-6.7221,146.9847,26.0,79,85,3.12,PG,1732088722
211,acarau,-2.8856,-40.12,25.74,80,66,6.93,BR,1732088722
212,hotan,37.0997,79.9269,10.15,31,60,2.38,CN,1732088722
213,barda,40.3744,47.1267,13.6,67,25,2.56,AZ,1732088722
214,isangel,-19.55,169.2667,23.6,74,12,4.1,VU,1732088722
215,hilo,19.7297,-155.09,21.82,97,66,0.89,US,1732088722
216,onguday,50.75,86.15,2.25,28,0,1.68,RU,1732088722
217,vanino,49.0869,140.2543,-6.8,85,79,1.72,RU,1732088722
218,itubera,-13.7322,-39.1492,22.38,93,100,0.71,BR,1732088722
219,guangyuan,32.442,105.823,13.9,59,100,1.28,CN,1732088723
220,vadso,70.0744,29.7487,-4.51,86,40,5.66,NO,1732088723
221,colonia,50.9333,6.95,3.87,86,78,1.34,DE,1732088425
222,gulf shores,30.246,-87.7008,22.03,81,100,3.6,US,1732088723
223,bridgetown,13.1,-59.6167,28.27,78,40,6.17,BB,1732088139
224,hungnam,39.8317,127.6186,8.61,54,0,1.86,KP,1732088723
225,aripuana,-9.1667,-60.6333,22.59,97,100,0.61,BR,1732088723
226,cadale,2.7603,46.3222,28.96,62,20,6.08,SO,1732088723
227,pechora,65.1472,57.2244,-11.98,94,99,3.09,RU,1732088705
228,ola,59.5833,151.2833,-7.78,91,100,1.65,RU,1732088723
229,labrador city,52.9463,-66.9114,0.95,97,100,8.49,CA,1732088723
230,nyrob,60.733,56.7202,0.13,96,100,2.42,RU,1732088724
231,kroya,-7.6331,109.2461,30.32,65,69,3.09,ID,1732088724
232,tampere,61.4991,23.7871,-0.74,88,75,5.66,FI,1732088593
233,at taj,24.2049,23.2857,19.93,32,0,2.27,LY,1732088724
234,the pas,53.8251,-101.2541,-3.99,93,100,12.35,CA,1732088724
235,egilsstadir,65.2653,-14.3948,-4.05,86,40,8.75,IS,1732088724
236,washington,47.5001,-120.5015,1.87,85,100,1.44,US,1732088440
237,tongchuanshi,35.0806,109.0897,10.34,57,11,1.83,CN,1732088724
238,anadyr,64.75,177.4833,3.28,81,40,9.83,RU,1732088724
239,constantia,44.1833,28.65,10.39,73,100,8.49,RO,1732088675
240,guerrero negro,27.9769,-114.0611,13.86,84,0,1.5,MX,1732088725
241,salaga,8.5508,-0.5188,27.32,32,99,2.23,GH,1732088643
242,sao tome,0.3365,6.7273,25.98,86,100,3.3,ST,1732088725
243,souillac,-20.5167,57.5167,28.21,74,75,5.66,MU,1732088725
244,ulladulla,-35.35,150.4667,19.87,82,96,3.53,AU,1732088725
245,badger,64.8,-147.5333,-18.69,80,75,0.0,US,1732088725
246,kingston,17.997,-76.7936,25.53,78,20,3.09,JM,1732088114
247,alice springs,-23.7,133.8833,34.75,7,48,5.14,AU,1732088725
248,ak-suu,42.4995,78.527,4.27,81,100,1.94,KG,1732088725
